0.836512994,0.033231052,0.627819546,0.05878178,0.041466039,0.057288692,0.070728089,0.028464783,0.041679075,0.049383051,0.296203252,0.393520976,0.243434464,0.180518496,0.130432537,0.245759137,0.589938212,0.163373118,0.097664849,0.06799035,0.063886918,0.039350803,0.156354868,0.801473346,0.6616206,0.205232517,0.053704841,0.0506928,0.080610446,0.066917591,0.0700728,0.024515221,0.038326613,0.016054215,0.041936427,0.01649433,0.063431663,0.599613523,0.535123702,0.508692934,0
0.817634667,0.057686538,0.649267115,0.089553313,0.052767079,0.060232319,0.10157391,0.038246987,0.034396792,0.054007391,0.137732226,0.01549658,0.1257172,0.33885436,0.236453322,0.233240458,0.693677159,0.173705015,0.103841284,0.048212175,0.086225676,0.035862335,0.010725349,0.244769193,0.66364049,0.787120591,0.180820445,0.017966223,0.085708344,0.109842418,0.008114333,0.05213118,0,0.008534751,0.0334414,0,0.015424219,0.155873507,1,0.81375154,0
0.820431939,0.025246747,0.658545866,0.032575354,0.043257123,0.048312588,0.035447904,0.026199475,0.026869027,0.044790204,0.227666203,0.108476064,0.184878235,0.346809601,0.255675692,0.233240458,0.628628728,0.069482005,0.075520932,0.023234106,0.051789424,0.011954111,0.005362675,0.516734961,1,0.36628384,0.114202387,0.035932445,0.021427085,0.14626758,0.078438498,0,0.040750433,0,0.016720701,0.043843625,0.010153198,0.483423366,0.758620689,0.394444955,0
0.827415775,0.024747631,0.581961949,0.035640378,0.030315601,0.042087668,0.040955173,0.026361411,0.01849767,0.040118139,0.096603878,0.047812621,0.182533439,0.194722252,0.09236368,0.132339518,0.725187749,0.547853374,0.213592232,0.0756779,0.372494528,0.50406504,0.32540101,0.363616021,0.160678898,0.072135297,0.048938353,0.018477459,0.0881472,0.001603416,0.010115436,0.080421886,0.01397,0.008777611,0,0.018036482,0.162541425,1,0.189141202,0.02587226,0
0.821571298,0.00822533,0.640779649,0,0.027508422,0.019143537,0,0.022541923,0.006043876,0.037526892,0.377494741,0.208886288,0.314383924,0.188552516,0.159773918,0.206187939,0.495243899,0.324201899,0.078306541,0.050515479,0.339981345,0.297481007,0.433717324,0.516995037,0.171366541,0.113130219,0.009867898,0.018628914,0,0.039679188,0.083626347,0.054054052,0,0,0.017337447,0.227304035,0.814351199,0.305235112,0.035754664,0.000713244,0
0.830105147,0.021177856,0.631766161,0.024989241,0.023165246,0.013448535,0.029812358,0.020899505,0.011819882,0.038019497,0.226603988,0.200662416,0.110490221,0.12334256,0.095009971,0.09273355,0.302106093,0.565202377,0.592385903,0.197244716,0.325923689,0.452467831,0.272419664,0.550819908,0.26565242,0.031050363,0.018958796,0,0.021342728,0.036705278,0.077884775,0.051925943,0.027059999,0.034004598,0.188755198,0.628862568,0.424841466,0.235328895,0.040071499,0.073410314,0
0.817700388,0.037705484,0.620060529,0.015315661,0.012384501,0.011598238,0.016282847,0.009917007,0.009683685,0.036141725,0.547093073,0.374881427,0.171443259,0.045334579,0.096459321,0.211709062,0.524533961,0.478576922,0.237883419,0.036121196,0.503576601,0.373530269,0.378378378,0.411199241,0.19121155,0.109975193,0,0,0.021597821,0.000857167,0.008674692,0.052546567,0.013691713,0.077424815,0.292134832,0.910375306,0.297224361,0.093532118,0.028964602,0,0
0.819820624,0.031533895,0.590176071,0.025606831,0.028232475,0.033897912,0.03010849,0.023135914,0.019248494,0.042505406,0.359393037,0.246000622,0.190765338,0.154199233,0.139034848,0.173367255,0.623526892,0.413622293,0.131125072,0.084895654,0,0,0.015961844,0.350782514,0.786380424,0.494857566,0.339920046,0.124777182,0.063777091,0.10869967,0.00756278,0.051722309,0.026953879,0,0.016589557,0.14789916,0.726453994,0.445293723,0.034212306,0.024081652,0
0.812840062,0.033367188,0.642047744,0.050981847,0.0385595,0.045715294,0.057643081,0.025540991,0.028620705,0.047745236,0.139890638,0.031365079,0.052387097,0.134309264,0.226637097,0.183095277,0.438947504,0.609403509,0.324815534,0.137433842,0.00034166,0.024195122,0.303913513,1,0.340562869,0.181396227,0.04815534,0,0.065052632,0.111590823,0.080126284,0.052756757,0.027492958,0.025911504,0.011280899,0.017747899,0.101088858,0.692963331,0.430390804,0.474359857,0
0.824786621,0.030158021,0.621682419,0.047805957,0.026358571,0.034278191,0.056477068,0.023902409,0.026016982,0.043660022,0.09223413,0.216097987,0.147320294,0.242201343,0.165214508,0.243879002,0.701658825,0.299903303,0.065820656,0.03552646,0.223021657,0.226233915,0.224345606,0.469551397,0.342968249,0.302741049,0.094793977,0.071581959,0.064028183,0.181832303,0.147932079,0,0,0.00850115,0,0.043671011,0.272583655,0.676066483,0.343469996,0.220818237,0
0.829814108,0.027469899,0.627078766,0.032967242,0.018500082,0.003165794,0.039197695,0.015970937,0.001811709,0.035876181,0.230903826,0.156825397,0.134709677,0.134309264,0.122887554,0.124032285,0.427976002,0.726596492,0.305708738,0.112156035,0.331411799,0.211707317,0.265924324,0.605504587,0.227097594,0.252377359,0.105941747,0.036363636,0.021684211,0.037866292,0.151294342,0.026378378,0.027492958,0.103646018,0.214337079,0.514689075,0.458485191,0.204465816,0.040712644,0.050021594,0
0.822667724,0.021594721,0.619688974,0.066475128,0.031072911,0.020055227,0.077127365,0.029172142,0.019058582,0.050998075,0.223466957,0.152553888,0.101920421,0.082058019,0.131440837,0.160389348,0.362360443,0.661205544,0.427486684,0.145597493,0.254119158,0.358925691,0.348427806,0.544390106,0.287413166,0.076719771,0.009368744,0.017686595,0,0,0.007019804,0,0,0.008401915,0.060355003,0.41434784,0.513156306,0.396443439,0.096180509,0.096544375,0
